1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
100,104.12,102.71,98.01,98.18,99.62,102.32,101.43,104.25,101.92,101.57,101.26,100.33,101.29,101.19,101.51,99.58,98.05,97.22,92.8,94.08,89.52,89.46
